window_days,threshold_mm,H,F,M,C,POD,FAR,CSI,HSS,ETS,FPR
3,170.2000,12,130,307,15622,0.0376,0.9155,0.0267,0.0403,0.0206,0.0083
3,179.7000,9,105,310,15647,0.0282,0.9211,0.0212,0.0314,0.0160,0.0067
3,195.7000,7,78,312,15674,0.0219,0.9176,0.0176,0.0265,0.0134,0.0050
3,217.0000,3,53,316,15699,0.0094,0.9464,0.0081,0.0101,0.0051,0.0034
3,245.0000,1,28,318,15724,0.0031,0.9655,0.0029,0.0024,0.0012,0.0018
5,74.7000,207,2772,112,12980,0.6489,0.9305,0.0670,0.0930,0.0488,0.1760
5,75.4000,205,2746,114,13006,0.6426,0.9305,0.0669,0.0929,0.0487,0.1743
5,76.0000,202,2719,117,13033,0.6332,0.9308,0.0665,0.0922,0.0483,0.1726
5,76.8000,199,2692,120,13060,0.6238,0.9312,0.0661,0.0915,0.0479,0.1709
5,77.7000,197,2663,122,13089,0.6176,0.9311,0.0661,0.0915,0.0479,0.1691
5,78.4000,196,2634,123,13118,0.6144,0.9307,0.0664,0.0921,0.0483,0.1672
5,79.1000,196,2606,123,13146,0.6144,0.9300,0.0670,0.0933,0.0489,0.1654
5,79.9000,192,2580,127,13172,0.6019,0.9307,0.0662,0.0919,0.0482,0.1638
5,80.6000,188,2554,131,13198,0.5893,0.9314,0.0654,0.0905,0.0474,0.1621
5,81.3000,188,2524,131,13228,0.5893,0.9307,0.0661,0.0918,0.0481,0.1602
5,82.3000,187,2497,132,13255,0.5862,0.9303,0.0664,0.0923,0.0484,0.1585
5,83.1000,185,2465,134,13287,0.5799,0.9302,0.0665,0.0925,0.0485,0.1565
5,83.9000,182,2441,137,13311,0.5705,0.9306,0.0659,0.0916,0.0480,0.1550
5,85.0000,180,2412,139,13340,0.5643,0.9306,0.0659,0.0916,0.0480,0.1531
5,85.8000,178,2387,141,13365,0.5580,0.9306,0.0658,0.0914,0.0479,0.1515
5,86.6000,175,2359,144,13393,0.5486,0.9309,0.0653,0.0906,0.0475,0.1498
5,87.3000,174,2330,145,13422,0.5455,0.9305,0.0657,0.0913,0.0478,0.1479
5,88.2000,174,2300,145,13452,0.5455,0.9297,0.0664,0.0927,0.0486,0.1460
5,88.7000,170,2274,149,13478,0.5329,0.9304,0.0656,0.0911,0.0477,0.1444
5,89.4000,170,2244,149,13508,0.5329,0.9296,0.0663,0.0926,0.0485,0.1425
5,90.2000,169,2216,150,13536,0.5298,0.9291,0.0667,0.0932,0.0489,0.1407
5,91.0000,167,2188,152,13564,0.5235,0.9291,0.0666,0.0932,0.0489,0.1389
5,91.7000,165,2158,154,13594,0.5172,0.9290,0.0666,0.0933,0.0489,0.1370
5,92.6000,164,2133,155,13619,0.5141,0.9286,0.0669,0.0938,0.0492,0.1354
5,93.2000,163,2105,156,13647,0.5110,0.9281,0.0672,0.0945,0.0496,0.1336
5,94.2000,161,2073,158,13679,0.5047,0.9279,0.0673,0.0947,0.0497,0.1316
5,94.9000,155,2051,164,13701,0.4859,0.9297,0.0654,0.0913,0.0478,0.1302
5,95.7000,153,2019,166,13733,0.4796,0.9296,0.0654,0.0914,0.0479,0.1282
5,96.6000,151,1994,168,13758,0.4734,0.9296,0.0653,0.0912,0.0478,0.1266
5,97.2000,150,1967,169,13785,0.4702,0.9291,0.0656,0.0918,0.0481,0.1249
5,98.0000,145,1941,174,13811,0.4545,0.9305,0.0642,0.0892,0.0467,0.1232
5,98.9000,142,1913,177,13839,0.4451,0.9309,0.0636,0.0883,0.0462,0.1214
5,99.8000,141,1886,178,13866,0.4420,0.9304,0.0639,0.0890,0.0465,0.1197
5,100.9000,140,1857,179,13895,0.4389,0.9299,0.0643,0.0897,0.0470,0.1179
5,101.8000,138,1830,181,13922,0.4326,0.9299,0.0642,0.0896,0.0469,0.1162
5,103.2000,137,1801,182,13951,0.4295,0.9293,0.0646,0.0904,0.0473,0.1143
5,104.2000,135,1772,184,13980,0.4232,0.9292,0.0646,0.0904,0.0473,0.1125
5,105.1000,134,1741,185,14011,0.4201,0.9285,0.0650,0.0913,0.0478,0.1105
5,105.8000,130,1718,189,14034,0.4075,0.9297,0.0638,0.0891,0.0467,0.1091
5,106.6000,129,1689,190,14063,0.4044,0.9290,0.0642,0.0900,0.0471,0.1072
5,107.3000,128,1661,191,14091,0.4013,0.9285,0.0646,0.0908,0.0476,0.1054
5,108.7000,127,1631,192,14121,0.3981,0.9278,0.0651,0.0918,0.0481,0.1035
5,109.6000,127,1602,192,14150,0.3981,0.9265,0.0661,0.0936,0.0491,0.1017
5,110.9000,125,1574,194,14178,0.3918,0.9264,0.0660,0.0936,0.0491,0.0999
5,112.2000,123,1545,196,14207,0.3856,0.9263,0.0660,0.0936,0.0491,0.0981
5,113.2000,120,1520,199,14232,0.3762,0.9268,0.0653,0.0923,0.0484,0.0965
5,114.5000,118,1491,201,14261,0.3699,0.9267,0.0652,0.0923,0.0484,0.0947
5,115.5000,118,1463,201,14289,0.3699,0.9254,0.0662,0.0943,0.0495,0.0929
5,116.5000,115,1435,204,14317,0.3605,0.9258,0.0656,0.0932,0.0489,0.0911
5,117.6000,115,1405,204,14347,0.3605,0.9243,0.0667,0.0954,0.0501,0.0892
5,118.9000,113,1382,206,14370,0.3542,0.9244,0.0664,0.0950,0.0499,0.0877
5,120.2000,109,1350,210,14402,0.3417,0.9253,0.0653,0.0931,0.0488,0.0857
5,121.1000,108,1324,211,14428,0.3386,0.9246,0.0657,0.0939,0.0493,0.0841
5,122.3000,105,1296,214,14456,0.3292,0.9251,0.0650,0.0928,0.0486,0.0823
5,123.6000,104,1267,215,14485,0.3260,0.9241,0.0656,0.0939,0.0493,0.0804
5,125.1000,103,1237,216,14515,0.3229,0.9231,0.0662,0.0952,0.0500,0.0785
5,126.3000,102,1209,217,14543,0.3197,0.9222,0.0668,0.0963,0.0506,0.0768
5,127.5000,100,1180,219,14572,0.3135,0.9219,0.0667,0.0964,0.0506,0.0749
5,128.4000,99,1151,220,14601,0.3103,0.9208,0.0673,0.0977,0.0513,0.0731
5,129.5000,98,1123,221,14629,0.3072,0.9197,0.0680,0.0989,0.0520,0.0713
5,130.9000,94,1099,225,14653,0.2947,0.9212,0.0663,0.0960,0.0504,0.0698
5,132.2000,94,1068,225,14684,0.2947,0.9191,0.0678,0.0989,0.0520,0.0678
5,134.0000,92,1039,227,14713,0.2884,0.9187,0.0677,0.0990,0.0521,0.0660
5,135.2000,90,1012,229,14740,0.2821,0.9183,0.0676,0.0989,0.0520,0.0642
5,137.0000,88,986,231,14766,0.2759,0.9181,0.0674,0.0988,0.0519,0.0626
5,138.7000,86,954,233,14798,0.2696,0.9173,0.0676,0.0992,0.0522,0.0606
5,140.1000,83,932,236,14820,0.2602,0.9182,0.0663,0.0972,0.0511,0.0592
5,142.1000,82,902,237,14850,0.2571,0.9167,0.0672,0.0988,0.0520,0.0573
5,143.8000,80,874,239,14878,0.2508,0.9161,0.0671,0.0989,0.0520,0.0555
5,146.1000,77,847,242,14905,0.2414,0.9167,0.0660,0.0973,0.0511,0.0538
5,148.2000,76,817,243,14935,0.2382,0.9149,0.0669,0.0991,0.0521,0.0519
5,149.7000,74,790,245,14962,0.2320,0.9144,0.0667,0.0990,0.0521,0.0502
5,151.7000,74,761,245,14991,0.2320,0.9114,0.0685,0.1025,0.0540,0.0483
5,153.3000,69,736,250,15016,0.2163,0.9143,0.0654,0.0971,0.0510,0.0467
5,156.4000,65,710,254,15042,0.2038,0.9161,0.0632,0.0933,0.0490,0.0451
5,158.3000,63,685,256,15067,0.1975,0.9158,0.0627,0.0928,0.0487,0.0435
5,161.3000,58,658,261,15094,0.1818,0.9190,0.0594,0.0870,0.0455,0.0418
5,164.3000,56,630,263,15122,0.1755,0.9184,0.0590,0.0867,0.0453,0.0400
5,166.5000,53,602,266,15150,0.1661,0.9191,0.0575,0.0844,0.0441,0.0382
5,170.0000,49,577,270,15175,0.1536,0.9217,0.0547,0.0795,0.0414,0.0366
5,173.0000,46,550,273,15202,0.1442,0.9228,0.0529,0.0767,0.0399,0.0349
5,176.4000,44,523,275,15229,0.1379,0.9224,0.0523,0.0758,0.0394,0.0332
5,179.5000,43,494,276,15258,0.1348,0.9199,0.0529,0.0775,0.0403,0.0314
5,182.2000,42,467,277,15285,0.1317,0.9175,0.0534,0.0790,0.0411,0.0296
5,186.7000,40,437,279,15315,0.1254,0.9161,0.0529,0.0786,0.0409,0.0277
5,190.3000,37,411,282,15341,0.1160,0.9174,0.0507,0.0750,0.0390,0.0261
5,193.5000,35,382,284,15370,0.1097,0.9161,0.0499,0.0743,0.0386,0.0243
5,197.9000,34,353,285,15399,0.1066,0.9121,0.0506,0.0762,0.0396,0.0224
5,202.1000,32,326,287,15426,0.1003,0.9106,0.0496,0.0751,0.0390,0.0207
5,205.7000,31,297,288,15455,0.0972,0.9055,0.0503,0.0773,0.0402,0.0189
5,210.0000,28,270,291,15482,0.0878,0.9060,0.0475,0.0730,0.0379,0.0171
5,215.1000,26,243,293,15509,0.0815,0.9033,0.0463,0.0716,0.0371,0.0154
5,221.4000,24,215,295,15537,0.0752,0.8996,0.0449,0.0702,0.0364,0.0136
5,226.9000,18,191,301,15561,0.0564,0.9139,0.0353,0.0533,0.0274,0.0121
5,236.9000,17,162,302,15590,0.0533,0.9050,0.0353,0.0548,0.0282,0.0103
5,245.1000,15,135,304,15617,0.0470,0.9000,0.0330,0.0519,0.0267,0.0086
5,255.8000,10,110,309,15642,0.0313,0.9167,0.0233,0.0351,0.0179,0.0070
5,270.7000,6,83,313,15669,0.0188,0.9326,0.0149,0.0209,0.0106,0.0053
5,292.6000,2,59,317,15693,0.0063,0.9672,0.0053,0.0042,0.0021,0.0037
5,327.3000,1,29,318,15723,0.0031,0.9667,0.0029,0.0023,0.0012,0.0018
7,105.5000,216,2827,103,12925,0.6771,0.9290,0.0687,0.0960,0.0504,0.1795
7,106.2000,213,2805,106,12947,0.6677,0.9294,0.0682,0.0952,0.0500,0.1781
7,107.2000,212,2774,107,12978,0.6646,0.9290,0.0685,0.0959,0.0503,0.1761
7,108.3000,210,2743,109,13009,0.6583,0.9289,0.0686,0.0960,0.0504,0.1741
7,109.4000,209,2713,110,13039,0.6552,0.9285,0.0689,0.0966,0.0508,0.1722
7,110.3000,207,2686,112,13066,0.6489,0.9284,0.0689,0.0966,0.0507,0.1705
7,111.7000,204,2659,115,13093,0.6395,0.9287,0.0685,0.0959,0.0504,0.1688
7,112.5000,202,2630,117,13122,0.6332,0.9287,0.0685,0.0960,0.0504,0.1670
7,113.3000,199,2602,120,13150,0.6238,0.9290,0.0681,0.0953,0.0500,0.1652
7,114.2000,198,2573,121,13179,0.6207,0.9285,0.0685,0.0960,0.0504,0.1633
7,115.2000,197,2541,122,13211,0.6176,0.9280,0.0689,0.0968,0.0508,0.1613
7,116.4000,197,2513,122,13239,0.6176,0.9273,0.0696,0.0980,0.0515,0.1595
7,117.0000,195,2489,124,13263,0.6113,0.9273,0.0694,0.0979,0.0514,0.1580
7,117.9000,191,2459,128,13293,0.5987,0.9279,0.0688,0.0967,0.0508,0.1561
7,119.2000,191,2428,128,13324,0.5987,0.9271,0.0695,0.0981,0.0516,0.1541
7,120.0000,191,2400,128,13352,0.5987,0.9263,0.0702,0.0994,0.0523,0.1524
7,121.3000,189,2368,130,13384,0.5925,0.9261,0.0703,0.0997,0.0524,0.1503
7,122.2000,188,2339,131,13413,0.5893,0.9256,0.0707,0.1004,0.0529,0.1485
7,123.0000,184,2317,135,13435,0.5768,0.9264,0.0698,0.0988,0.0519,0.1471
7,124.0000,184,2283,135,13469,0.5768,0.9254,0.0707,0.1005,0.0529,0.1449
7,124.9000,182,2254,137,13498,0.5705,0.9253,0.0707,0.1006,0.0529,0.1431
7,126.3000,180,2224,139,13528,0.5643,0.9251,0.0708,0.1007,0.0530,0.1412
7,127.4000,177,2200,142,13552,0.5549,0.9255,0.0703,0.0998,0.0525,0.1397
7,128.5000,176,2167,143,13585,0.5517,0.9249,0.0708,0.1008,0.0531,0.1376
7,129.7000,176,2140,143,13612,0.5517,0.9240,0.0716,0.1023,0.0539,0.1359
7,130.7000,175,2110,144,13642,0.5486,0.9234,0.0720,0.1032,0.0544,0.1340
7,132.1000,172,2082,147,13670,0.5392,0.9237,0.0716,0.1025,0.0540,0.1322
7,133.4000,170,2054,149,13698,0.5329,0.9236,0.0716,0.1025,0.0540,0.1304
7,134.4000,169,2025,150,13727,0.5298,0.9230,0.0721,0.1034,0.0545,0.1286
7,135.7000,164,1997,155,13755,0.5141,0.9241,0.0708,0.1012,0.0533,0.1268
7,136.8000,163,1968,156,13784,0.5110,0.9235,0.0713,0.1021,0.0538,0.1249
7,138.1000,160,1942,159,13810,0.5016,0.9239,0.0708,0.1012,0.0533,0.1233
7,139.3000,157,1914,162,13838,0.4922,0.9242,0.0703,0.1004,0.0529,0.1215
7,140.4000,157,1883,162,13869,0.4922,0.9230,0.0713,0.1023,0.0539,0.1195
7,141.5000,153,1857,166,13895,0.4796,0.9239,0.0703,0.1006,0.0529,0.1179
7,142.4000,151,1828,168,13924,0.4734,0.9237,0.0703,0.1007,0.0530,0.1160
7,143.5000,151,1798,168,13954,0.4734,0.9225,0.0713,0.1025,0.0540,0.1141
7,144.8000,148,1770,171,13982,0.4639,0.9228,0.0708,0.1017,0.0536,0.1124
7,146.1000,146,1742,173,14010,0.4577,0.9227,0.0708,0.1018,0.0536,0.1106
7,147.5000,143,1714,176,14038,0.4483,0.9230,0.0703,0.1010,0.0532,0.1088
7,148.4000,143,1684,176,14068,0.4483,0.9217,0.0714,0.1030,0.0543,0.1069
7,149.5000,141,1656,178,14096,0.4420,0.9215,0.0714,0.1030,0.0543,0.1051
7,150.7000,138,1628,181,14124,0.4326,0.9219,0.0709,0.1022,0.0538,0.1034
7,151.6000,136,1599,183,14153,0.4263,0.9216,0.0709,0.1023,0.0539,0.1015
7,152.5000,132,1574,187,14178,0.4138,0.9226,0.0697,0.1003,0.0528,0.0999
7,154.2000,131,1542,188,14210,0.4107,0.9217,0.0704,0.1016,0.0535,0.0979
7,155.6000,131,1514,188,14238,0.4107,0.9204,0.0715,0.1036,0.0546,0.0961
7,156.9000,129,1486,190,14266,0.4044,0.9201,0.0715,0.1037,0.0547,0.0943
7,158.4000,127,1455,192,14297,0.3981,0.9197,0.0716,0.1040,0.0549,0.0924
7,159.8000,127,1428,192,14324,0.3981,0.9183,0.0727,0.1061,0.0560,0.0907
7,160.9000,124,1399,195,14353,0.3887,0.9186,0.0722,0.1053,0.0556,0.0888
7,162.0000,122,1375,197,14377,0.3824,0.9185,0.0720,0.1051,0.0555,0.0873
7,163.7000,117,1344,202,14408,0.3668,0.9199,0.0704,0.1022,0.0539,0.0853
7,165.7000,116,1315,203,14437,0.3636,0.9189,0.0710,0.1035,0.0546,0.0835
7,167.0000,113,1288,206,14464,0.3542,0.9193,0.0703,0.1024,0.0539,0.0818
7,169.1000,112,1258,207,14494,0.3511,0.9182,0.0710,0.1038,0.0547,0.0799
7,171.0000,110,1230,209,14522,0.3448,0.9179,0.0710,0.1039,0.0548,0.0781
7,173.3000,107,1201,212,14551,0.3354,0.9182,0.0704,0.1029,0.0542,0.0762
7,175.5000,105,1174,214,14578,0.3292,0.9179,0.0703,0.1029,0.0542,0.0745
7,177.1000,101,1147,218,14605,0.3166,0.9191,0.0689,0.1005,0.0529,0.0728
7,179.0000,101,1118,218,14634,0.3166,0.9171,0.0703,0.1031,0.0544,0.0710
7,181.0000,100,1088,219,14664,0.3135,0.9158,0.0711,0.1047,0.0552,0.0691
7,182.8000,99,1059,220,14693,0.3103,0.9145,0.0718,0.1062,0.0561,0.0672
7,184.7000,95,1032,224,14720,0.2978,0.9157,0.0703,0.1037,0.0547,0.0655
7,186.3000,92,1006,227,14746,0.2884,0.9162,0.0694,0.1022,0.0539,0.0639
7,189.0000,90,977,229,14775,0.2821,0.9157,0.0694,0.1024,0.0540,0.0620
7,191.0000,87,947,232,14805,0.2727,0.9159,0.0687,0.1013,0.0534,0.0601
7,193.7000,86,919,233,14833,0.2696,0.9144,0.0695,0.1029,0.0542,0.0583
7,195.6000,85,890,234,14862,0.2665,0.9128,0.0703,0.1046,0.0552,0.0565
7,198.0000,84,860,235,14892,0.2633,0.9110,0.0712,0.1065,0.0562,0.0546
7,200.1000,82,831,237,14921,0.2571,0.9102,0.0713,0.1068,0.0564,0.0528
7,202.4000,79,805,240,14947,0.2476,0.9106,0.0703,0.1052,0.0555,0.0511
7,204.8000,77,777,242,14975,0.2414,0.9098,0.0703,0.1054,0.0556,0.0493
7,207.4000,73,752,246,15000,0.2288,0.9115,0.0682,0.1019,0.0537,0.0477
7,209.3000,69,722,250,15030,0.2163,0.9128,0.0663,0.0988,0.0520,0.0458
7,211.7000,69,693,250,15059,0.2163,0.9094,0.0682,0.1025,0.0540,0.0440
7,214.3000,66,665,253,15087,0.2069,0.9097,0.0671,0.1009,0.0531,0.0422
7,216.6000,62,639,257,15113,0.1944,0.9116,0.0647,0.0969,0.0509,0.0406
7,220.3000,59,611,260,15141,0.1850,0.9119,0.0634,0.0950,0.0499,0.0388
7,223.6000,57,584,262,15168,0.1787,0.9111,0.0631,0.0948,0.0497,0.0371
7,227.0000,55,555,264,15197,0.1724,0.9098,0.0629,0.0948,0.0498,0.0352
7,230.0000,51,527,268,15225,0.1599,0.9118,0.0603,0.0904,0.0474,0.0335
7,234.0000,49,498,270,15254,0.1536,0.9104,0.0600,0.0904,0.0473,0.0316
7,237.5000,48,470,271,15282,0.1505,0.9073,0.0608,0.0924,0.0484,0.0298
7,241.6000,44,444,275,15308,0.1379,0.9098,0.0577,0.0871,0.0456,0.0282
7,244.9000,41,415,278,15337,0.1285,0.9101,0.0559,0.0844,0.0441,0.0263
7,250.0000,35,393,284,15359,0.1097,0.9182,0.0492,0.0726,0.0377,0.0249
7,253.9000,33,363,286,15389,0.1034,0.9167,0.0484,0.0719,0.0373,0.0230
7,259.1000,31,335,288,15417,0.0972,0.9153,0.0474,0.0708,0.0367,0.0213
7,265.7000,29,306,290,15446,0.0909,0.9134,0.0464,0.0698,0.0361,0.0194
7,270.4000,23,282,296,15470,0.0721,0.9246,0.0383,0.0554,0.0285,0.0179
7,276.5000,22,251,297,15501,0.0690,0.9194,0.0386,0.0571,0.0294,0.0159
7,281.6000,20,224,299,15528,0.0627,0.9180,0.0368,0.0548,0.0282,0.0142
7,287.6000,16,197,303,15555,0.0502,0.9249,0.0310,0.0450,0.0230,0.0125
7,295.2000,14,169,305,15583,0.0439,0.9235,0.0287,0.0419,0.0214,0.0107
7,304.8000,13,140,306,15612,0.0408,0.9150,0.0283,0.0428,0.0219,0.0089
7,317.5000,8,114,311,15638,0.0251,0.9344,0.0185,0.0256,0.0130,0.0072
7,338.4000,6,86,313,15666,0.0188,0.9348,0.0148,0.0205,0.0104,0.0055
7,365.3000,1,60,318,15692,0.0031,0.9836,0.0026,-0.0011,-0.0006,0.0038
7,389.6000,1,30,318,15722,0.0031,0.9677,0.0029,0.0022,0.0011,0.0019
