system:index,cloud_max_scene_pct,event_id,evt_end,evt_start,l8_scenes,l9_scenes,reference_water_km2,region_definition,s2_scenes,total_scenes,.geo
0,80,ev_2024_jul,2024-07-31,2024-05-27,5,5,4499.167313309693,FAO GAUL 2015 Level 1 Sylhet Division,20,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
