system:index,cloud_max_scene_pct,event_id,evt_end,evt_start,l8_scenes,l9_scenes,reference_water_km2,region_definition,s2_scenes,total_scenes,.geo
0,80,ev_2022_jun,2022-06-30,2022-06-15,2,1,1690.3318850735238,FAO GAUL 2015 Level 1 Sylhet Division,8,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
