system:index,event_id,evt_end,evt_scenes,evt_start,flood_area_km2,otsu_threshold_dB,pre_end,pre_scenes,pre_start,region_definition,.geo
0,ev_2019_jul,2019-07-25,6,2019-07-05,964.7983046803115,-14.250091092080257,2019-06-25,4,2019-06-01,FAO GAUL 2015 Level 1 Sylhet Division,"{""type"":""MultiPoint"",""coordinates"":[]}"
