system:index,cloud_max_scene_pct,event_id,evt_end,evt_start,l8_scenes,l9_scenes,reference_water_km2,region_definition,s2_scenes,total_scenes,.geo
0,80,ev_2017_apr,2017-05-15,2017-03-28,7,0,3664.437321151661,FAO GAUL 2015 Level 1 Sylhet Division,6,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
