system:index,event_id,evt_end,evt_scenes,evt_start,flood_area_km2,otsu_threshold_dB,pre_end,pre_scenes,pre_start,region_definition,.geo
0,ev_2022_may,2022-05-25,4,2022-05-11,2776.520059238233,-13.744972535995634,2022-05-05,14,2022-03-15,FAO GAUL 2015 Level 1 Sylhet Division,"{""type"":""MultiPoint"",""coordinates"":[]}"
