event_id,TP,FP,TN,FN,overall_accuracy,producer_accuracy,user_accuracy,kappa,verdict
ev_2024_jul,4018403,2493067,18363031,1519575,0.847971870657643,0.7256083357499795,0.6171268546119386,0.5693198303575152,MARGINAL
