event_id,TP,FP,TN,FN,overall_accuracy,producer_accuracy,user_accuracy,kappa,verdict
ev_2017_apr,2651380,1233677,20652813,1856206,0.8829327080819196,0.5882039743667675,0.682455881599678,0.5626901871707698,MARGINAL
