window_days,threshold_mm,H,F,M,C,POD,FAR,CSI,HSS,ETS,FPR
3,107.3000,0,25,103,27265,0.0000,1.0000,0.0000,-0.0015,-0.0007,0.0009
5,27.2000,72,2412,31,24878,0.6990,0.9710,0.0286,0.0488,0.0250,0.0884
5,27.6000,71,2388,32,24902,0.6893,0.9711,0.0285,0.0486,0.0249,0.0875
5,28.1000,71,2362,32,24928,0.6893,0.9708,0.0288,0.0491,0.0252,0.0866
5,28.4000,70,2342,33,24948,0.6796,0.9710,0.0286,0.0488,0.0250,0.0858
5,28.8000,70,2316,33,24974,0.6796,0.9707,0.0289,0.0494,0.0253,0.0849
5,29.2000,69,2291,34,24999,0.6699,0.9708,0.0288,0.0492,0.0252,0.0840
5,29.6000,69,2265,34,25025,0.6699,0.9704,0.0291,0.0498,0.0255,0.0830
5,30.0000,68,2243,35,25047,0.6602,0.9706,0.0290,0.0495,0.0254,0.0822
5,30.4000,66,2223,37,25067,0.6408,0.9712,0.0284,0.0483,0.0248,0.0815
5,31.0000,64,2194,39,25096,0.6214,0.9717,0.0279,0.0474,0.0243,0.0804
5,31.4000,63,2174,40,25116,0.6117,0.9718,0.0277,0.0470,0.0241,0.0797
5,31.8000,63,2151,40,25139,0.6117,0.9715,0.0280,0.0475,0.0243,0.0788
5,32.2000,61,2129,42,25161,0.5922,0.9721,0.0273,0.0464,0.0237,0.0780
5,32.6000,61,2098,42,25192,0.5922,0.9717,0.0277,0.0471,0.0241,0.0769
5,33.0000,61,2079,42,25211,0.5922,0.9715,0.0280,0.0476,0.0244,0.0762
5,33.5000,57,2056,46,25234,0.5534,0.9730,0.0264,0.0446,0.0228,0.0753
5,34.2000,56,2027,47,25263,0.5437,0.9731,0.0263,0.0444,0.0227,0.0743
5,34.7000,54,2007,49,25283,0.5243,0.9738,0.0256,0.0431,0.0220,0.0735
5,35.1000,52,1984,51,25306,0.5049,0.9745,0.0249,0.0418,0.0213,0.0727
5,35.7000,51,1963,52,25327,0.4951,0.9747,0.0247,0.0413,0.0211,0.0719
5,36.1000,51,1934,52,25356,0.4951,0.9743,0.0250,0.0420,0.0215,0.0709
5,36.5000,51,1911,52,25379,0.4951,0.9740,0.0253,0.0426,0.0217,0.0700
5,37.0000,51,1886,52,25404,0.4951,0.9737,0.0256,0.0432,0.0221,0.0691
5,37.5000,51,1862,52,25428,0.4951,0.9733,0.0260,0.0438,0.0224,0.0682
5,37.8000,51,1841,52,25449,0.4951,0.9730,0.0262,0.0443,0.0227,0.0675
5,38.5000,50,1813,53,25477,0.4854,0.9732,0.0261,0.0441,0.0225,0.0664
5,39.1000,48,1792,55,25498,0.4660,0.9739,0.0253,0.0426,0.0218,0.0657
5,39.6000,47,1768,56,25522,0.4563,0.9741,0.0251,0.0422,0.0216,0.0648
5,40.2000,46,1743,57,25547,0.4466,0.9743,0.0249,0.0418,0.0214,0.0639
5,40.7000,46,1718,57,25572,0.4466,0.9739,0.0253,0.0425,0.0217,0.0630
5,41.0000,46,1699,57,25591,0.4466,0.9736,0.0255,0.0430,0.0220,0.0623
5,41.4000,46,1669,57,25621,0.4466,0.9732,0.0260,0.0438,0.0224,0.0612
5,42.0000,46,1643,57,25647,0.4466,0.9728,0.0263,0.0446,0.0228,0.0602
5,42.5000,46,1619,57,25671,0.4466,0.9724,0.0267,0.0453,0.0232,0.0593
5,43.2000,46,1594,57,25696,0.4466,0.9720,0.0271,0.0460,0.0236,0.0584
5,43.7000,46,1567,57,25723,0.4466,0.9715,0.0275,0.0469,0.0240,0.0574
5,44.4000,46,1542,57,25748,0.4466,0.9710,0.0280,0.0477,0.0244,0.0565
5,44.9000,45,1520,58,25770,0.4369,0.9712,0.0277,0.0472,0.0242,0.0557
5,45.6000,43,1497,60,25793,0.4175,0.9721,0.0269,0.0456,0.0233,0.0549
5,46.1000,41,1474,62,25816,0.3981,0.9729,0.0260,0.0439,0.0225,0.0540
5,46.7000,39,1454,64,25836,0.3786,0.9739,0.0250,0.0421,0.0215,0.0533
5,47.4000,38,1429,65,25861,0.3689,0.9741,0.0248,0.0417,0.0213,0.0524
5,48.2000,38,1403,65,25887,0.3689,0.9736,0.0252,0.0425,0.0217,0.0514
5,48.7000,37,1380,66,25910,0.3592,0.9739,0.0249,0.0420,0.0214,0.0506
5,49.3000,35,1359,68,25931,0.3398,0.9749,0.0239,0.0400,0.0204,0.0498
5,50.0000,35,1332,68,25958,0.3398,0.9744,0.0244,0.0409,0.0209,0.0488
5,50.7000,33,1308,70,25982,0.3204,0.9754,0.0234,0.0390,0.0199,0.0479
5,51.4000,32,1285,71,26005,0.3107,0.9757,0.0231,0.0384,0.0196,0.0471
5,52.2000,32,1261,71,26029,0.3107,0.9753,0.0235,0.0392,0.0200,0.0462
5,52.9000,30,1241,73,26049,0.2913,0.9764,0.0223,0.0370,0.0188,0.0455
5,53.5000,29,1214,74,26076,0.2816,0.9767,0.0220,0.0364,0.0185,0.0445
5,54.2000,27,1193,76,26097,0.2621,0.9779,0.0208,0.0341,0.0174,0.0437
5,54.9000,25,1165,78,26125,0.2427,0.9790,0.0197,0.0320,0.0162,0.0427
5,55.5000,25,1141,78,26149,0.2427,0.9786,0.0201,0.0327,0.0166,0.0418
5,56.2000,25,1120,78,26170,0.2427,0.9782,0.0204,0.0334,0.0170,0.0410
5,57.4000,24,1093,79,26197,0.2330,0.9785,0.0201,0.0327,0.0166,0.0401
5,58.3000,22,1071,81,26219,0.2136,0.9799,0.0187,0.0301,0.0153,0.0392
5,59.1000,22,1048,81,26242,0.2136,0.9794,0.0191,0.0309,0.0157,0.0384
5,60.0000,21,1022,82,26268,0.2039,0.9799,0.0187,0.0300,0.0152,0.0374
5,61.0000,20,999,83,26291,0.1942,0.9804,0.0181,0.0290,0.0147,0.0366
5,61.9000,19,976,84,26314,0.1845,0.9809,0.0176,0.0280,0.0142,0.0358
5,62.8000,18,953,85,26337,0.1748,0.9815,0.0170,0.0269,0.0136,0.0349
5,63.5000,18,927,85,26363,0.1748,0.9810,0.0175,0.0278,0.0141,0.0340
5,64.5000,17,902,86,26388,0.1650,0.9815,0.0169,0.0267,0.0135,0.0331
5,65.4000,16,877,87,26413,0.1553,0.9821,0.0163,0.0256,0.0129,0.0321
5,66.0000,16,856,87,26434,0.1553,0.9817,0.0167,0.0263,0.0133,0.0314
5,67.0000,15,829,88,26461,0.1456,0.9822,0.0161,0.0251,0.0127,0.0304
5,67.9000,14,806,89,26484,0.1359,0.9829,0.0154,0.0238,0.0121,0.0295
5,69.1000,14,783,89,26507,0.1359,0.9824,0.0158,0.0246,0.0125,0.0287
5,70.3000,14,757,89,26533,0.1359,0.9818,0.0163,0.0256,0.0130,0.0277
5,71.3000,14,734,89,26556,0.1359,0.9813,0.0167,0.0265,0.0134,0.0269
5,72.5000,14,706,89,26584,0.1359,0.9806,0.0173,0.0276,0.0140,0.0259
5,74.0000,14,683,89,26607,0.1359,0.9799,0.0178,0.0286,0.0145,0.0250
5,75.1000,14,658,89,26632,0.1359,0.9792,0.0184,0.0298,0.0151,0.0241
5,76.4000,14,629,89,26661,0.1359,0.9782,0.0191,0.0313,0.0159,0.0230
5,77.3000,14,607,89,26683,0.1359,0.9775,0.0197,0.0324,0.0165,0.0222
5,78.6000,14,583,89,26707,0.1359,0.9765,0.0204,0.0338,0.0172,0.0214
5,79.6000,14,558,89,26732,0.1359,0.9755,0.0212,0.0353,0.0180,0.0204
5,81.1000,13,536,90,26754,0.1262,0.9763,0.0203,0.0338,0.0172,0.0196
5,82.5000,13,509,90,26781,0.1262,0.9751,0.0212,0.0355,0.0181,0.0187
5,84.0000,13,485,90,26805,0.1262,0.9739,0.0221,0.0373,0.0190,0.0178
5,85.4000,13,459,90,26831,0.1262,0.9725,0.0231,0.0393,0.0200,0.0168
5,87.1000,13,437,90,26853,0.1262,0.9711,0.0241,0.0411,0.0210,0.0160
5,88.9000,13,411,90,26879,0.1262,0.9693,0.0253,0.0435,0.0223,0.0151
5,90.5000,13,385,90,26905,0.1262,0.9673,0.0266,0.0462,0.0236,0.0141
5,93.1000,12,360,91,26930,0.1165,0.9677,0.0259,0.0449,0.0230,0.0132
5,95.4000,11,337,92,26953,0.1068,0.9684,0.0250,0.0432,0.0221,0.0123
5,97.9000,10,313,93,26977,0.0971,0.9690,0.0240,0.0415,0.0212,0.0115
5,100.5000,10,288,93,27002,0.0971,0.9664,0.0256,0.0445,0.0228,0.0106
5,102.6000,10,265,93,27025,0.0971,0.9636,0.0272,0.0477,0.0244,0.0097
5,105.7000,10,239,93,27051,0.0971,0.9598,0.0292,0.0518,0.0266,0.0088
5,109.6000,10,215,93,27075,0.0971,0.9556,0.0314,0.0561,0.0289,0.0079
5,113.2000,10,189,93,27101,0.0971,0.9497,0.0342,0.0616,0.0318,0.0069
5,115.9000,7,167,96,27123,0.0680,0.9598,0.0259,0.0460,0.0236,0.0061
5,120.6000,7,143,96,27147,0.0680,0.9533,0.0285,0.0511,0.0262,0.0052
5,124.9000,4,121,99,27169,0.0388,0.9680,0.0179,0.0311,0.0158,0.0044
5,129.2000,1,99,102,27191,0.0097,0.9900,0.0050,0.0062,0.0031,0.0036
5,136.5000,0,75,103,27215,0.0000,1.0000,0.0000,-0.0032,-0.0016,0.0027
5,148.4000,0,50,103,27240,0.0000,1.0000,0.0000,-0.0025,-0.0012,0.0018
5,160.6000,0,25,103,27265,0.0000,1.0000,0.0000,-0.0015,-0.0007,0.0009
7,36.9000,72,2512,31,24778,0.6990,0.9721,0.0275,0.0467,0.0239,0.0920
7,37.3000,70,2488,33,24802,0.6796,0.9726,0.0270,0.0457,0.0234,0.0912
7,37.8000,68,2462,35,24828,0.6602,0.9731,0.0265,0.0447,0.0229,0.0902
7,38.2000,68,2441,35,24849,0.6602,0.9729,0.0267,0.0452,0.0231,0.0894
7,38.9000,67,2409,36,24881,0.6505,0.9729,0.0267,0.0451,0.0231,0.0883
7,39.3000,66,2390,37,24900,0.6408,0.9731,0.0265,0.0447,0.0229,0.0876
7,39.8000,64,2367,39,24923,0.6214,0.9737,0.0259,0.0436,0.0223,0.0867
7,40.4000,63,2339,40,24951,0.6117,0.9738,0.0258,0.0434,0.0222,0.0857
7,41.0000,63,2311,40,24979,0.6117,0.9735,0.0261,0.0440,0.0225,0.0847
7,41.3000,61,2296,42,24994,0.5922,0.9741,0.0254,0.0427,0.0218,0.0841
7,42.1000,61,2265,42,25025,0.5922,0.9738,0.0258,0.0433,0.0221,0.0830
7,42.6000,61,2239,42,25051,0.5922,0.9735,0.0260,0.0439,0.0224,0.0820
7,43.1000,60,2214,43,25076,0.5825,0.9736,0.0259,0.0436,0.0223,0.0811
7,43.6000,59,2188,44,25102,0.5728,0.9737,0.0258,0.0433,0.0221,0.0802
7,44.2000,58,2162,45,25128,0.5631,0.9739,0.0256,0.0431,0.0220,0.0792
7,44.8000,56,2143,47,25147,0.5437,0.9745,0.0249,0.0418,0.0213,0.0785
7,45.7000,56,2117,47,25173,0.5437,0.9742,0.0252,0.0423,0.0216,0.0776
7,46.3000,56,2089,47,25201,0.5437,0.9739,0.0255,0.0430,0.0219,0.0765
7,47.0000,56,2065,47,25225,0.5437,0.9736,0.0258,0.0435,0.0222,0.0757
7,47.6000,56,2039,47,25251,0.5437,0.9733,0.0261,0.0441,0.0225,0.0747
7,48.3000,53,2015,50,25275,0.5146,0.9744,0.0250,0.0420,0.0214,0.0738
7,49.2000,52,1989,51,25301,0.5049,0.9745,0.0249,0.0416,0.0213,0.0729
7,49.9000,52,1963,51,25327,0.5049,0.9742,0.0252,0.0423,0.0216,0.0719
7,50.6000,52,1938,51,25352,0.5049,0.9739,0.0255,0.0428,0.0219,0.0710
7,51.3000,50,1914,53,25376,0.4854,0.9745,0.0248,0.0415,0.0212,0.0701
7,52.1000,50,1891,53,25399,0.4854,0.9742,0.0251,0.0421,0.0215,0.0693
7,53.1000,50,1860,53,25430,0.4854,0.9738,0.0255,0.0428,0.0219,0.0682
7,53.7000,50,1837,53,25453,0.4854,0.9735,0.0258,0.0434,0.0222,0.0673
7,54.5000,47,1813,56,25477,0.4563,0.9747,0.0245,0.0411,0.0210,0.0664
7,55.0000,47,1788,56,25502,0.4563,0.9744,0.0249,0.0417,0.0213,0.0655
7,55.7000,47,1764,56,25526,0.4563,0.9740,0.0252,0.0423,0.0216,0.0646
7,56.6000,47,1735,56,25555,0.4563,0.9736,0.0256,0.0431,0.0220,0.0636
7,57.2000,47,1712,56,25578,0.4563,0.9733,0.0259,0.0437,0.0223,0.0627
7,57.9000,45,1688,58,25602,0.4369,0.9740,0.0251,0.0422,0.0216,0.0619
7,58.6000,43,1667,60,25623,0.4175,0.9749,0.0243,0.0406,0.0207,0.0611
7,59.5000,43,1637,60,25653,0.4175,0.9744,0.0247,0.0414,0.0212,0.0600
7,60.4000,43,1610,60,25680,0.4175,0.9740,0.0251,0.0422,0.0216,0.0590
7,61.0000,43,1584,60,25706,0.4175,0.9736,0.0255,0.0429,0.0219,0.0580
7,61.8000,43,1559,60,25731,0.4175,0.9732,0.0259,0.0437,0.0223,0.0571
7,62.8000,43,1534,60,25756,0.4175,0.9727,0.0263,0.0444,0.0227,0.0562
7,63.5000,43,1507,60,25783,0.4175,0.9723,0.0267,0.0453,0.0232,0.0552
7,63.9000,41,1484,62,25806,0.3981,0.9731,0.0258,0.0436,0.0223,0.0544
7,64.7000,40,1457,63,25833,0.3883,0.9733,0.0256,0.0433,0.0221,0.0534
7,65.4000,38,1435,65,25855,0.3689,0.9742,0.0247,0.0415,0.0212,0.0526
7,66.2000,38,1412,65,25878,0.3689,0.9738,0.0251,0.0422,0.0216,0.0517
7,66.8000,38,1383,65,25907,0.3689,0.9733,0.0256,0.0432,0.0221,0.0507
7,67.8000,36,1361,67,25929,0.3495,0.9742,0.0246,0.0413,0.0211,0.0499
7,68.6000,36,1335,67,25955,0.3495,0.9737,0.0250,0.0421,0.0215,0.0489
7,69.6000,35,1311,68,25979,0.3398,0.9740,0.0248,0.0416,0.0212,0.0480
7,70.8000,33,1285,70,26005,0.3204,0.9750,0.0238,0.0397,0.0203,0.0471
7,71.7000,32,1262,71,26028,0.3107,0.9753,0.0234,0.0391,0.0199,0.0462
7,72.8000,31,1235,72,26055,0.3010,0.9755,0.0232,0.0386,0.0197,0.0453
7,73.9000,30,1210,73,26080,0.2913,0.9758,0.0228,0.0380,0.0194,0.0443
7,74.9000,30,1183,73,26107,0.2913,0.9753,0.0233,0.0389,0.0199,0.0433
7,75.9000,29,1156,74,26134,0.2816,0.9755,0.0230,0.0384,0.0196,0.0424
7,76.5000,28,1136,75,26154,0.2718,0.9759,0.0226,0.0375,0.0191,0.0416
7,77.2000,28,1109,75,26181,0.2718,0.9754,0.0231,0.0385,0.0196,0.0406
7,78.2000,27,1084,76,26206,0.2621,0.9757,0.0227,0.0379,0.0193,0.0397
7,79.5000,24,1061,79,26229,0.2330,0.9779,0.0206,0.0338,0.0172,0.0389
7,80.7000,19,1042,84,26248,0.1845,0.9821,0.0166,0.0260,0.0132,0.0382
7,81.5000,19,1015,84,26275,0.1845,0.9816,0.0170,0.0268,0.0136,0.0372
7,82.7000,18,990,85,26300,0.1748,0.9821,0.0165,0.0258,0.0130,0.0363
7,83.9000,17,965,86,26325,0.1650,0.9827,0.0159,0.0247,0.0125,0.0354
7,85.0000,17,940,86,26350,0.1650,0.9822,0.0163,0.0255,0.0129,0.0344
7,86.9000,17,913,86,26377,0.1650,0.9817,0.0167,0.0263,0.0133,0.0335
7,88.1000,17,888,86,26402,0.1650,0.9812,0.0172,0.0272,0.0138,0.0325
7,89.4000,17,863,86,26427,0.1650,0.9807,0.0176,0.0280,0.0142,0.0316
7,90.2000,17,837,86,26453,0.1650,0.9801,0.0181,0.0290,0.0147,0.0307
7,91.1000,17,813,86,26477,0.1650,0.9795,0.0186,0.0300,0.0152,0.0298
7,92.4000,17,784,86,26506,0.1650,0.9788,0.0192,0.0312,0.0158,0.0287
7,93.4000,16,761,87,26529,0.1553,0.9794,0.0185,0.0299,0.0152,0.0279
7,95.2000,16,734,87,26556,0.1553,0.9787,0.0191,0.0311,0.0158,0.0269
7,96.3000,15,709,88,26581,0.1456,0.9793,0.0185,0.0299,0.0152,0.0260
7,98.4000,15,683,88,26607,0.1456,0.9785,0.0191,0.0311,0.0158,0.0250
7,99.6000,15,657,88,26633,0.1456,0.9777,0.0197,0.0324,0.0165,0.0241
7,101.3000,15,631,88,26659,0.1456,0.9768,0.0204,0.0338,0.0172,0.0231
7,103.2000,15,606,88,26684,0.1456,0.9758,0.0212,0.0352,0.0179,0.0222
7,104.2000,15,579,88,26711,0.1456,0.9747,0.0220,0.0369,0.0188,0.0212
7,105.9000,15,554,88,26736,0.1456,0.9736,0.0228,0.0385,0.0196,0.0203
7,107.6000,15,529,88,26761,0.1456,0.9724,0.0237,0.0403,0.0206,0.0194
7,109.7000,14,503,89,26787,0.1359,0.9729,0.0231,0.0391,0.0200,0.0184
7,111.5000,14,477,89,26813,0.1359,0.9715,0.0241,0.0412,0.0210,0.0175
7,113.1000,14,452,89,26838,0.1359,0.9700,0.0252,0.0433,0.0221,0.0166
7,116.1000,12,428,91,26862,0.1165,0.9727,0.0226,0.0383,0.0195,0.0157
7,118.2000,12,402,91,26888,0.1165,0.9710,0.0238,0.0406,0.0207,0.0147
7,121.4000,12,376,91,26914,0.1165,0.9691,0.0251,0.0432,0.0221,0.0138
7,123.7000,12,351,91,26939,0.1165,0.9669,0.0264,0.0459,0.0235,0.0129
7,126.9000,11,325,92,26965,0.1068,0.9673,0.0257,0.0446,0.0228,0.0119
7,129.9000,11,298,92,26992,0.1068,0.9644,0.0274,0.0480,0.0246,0.0109
7,133.0000,9,276,94,27014,0.0874,0.9684,0.0237,0.0411,0.0210,0.0101
7,135.8000,9,250,94,27040,0.0874,0.9653,0.0255,0.0446,0.0228,0.0092
7,139.8000,8,225,95,27065,0.0777,0.9657,0.0244,0.0426,0.0218,0.0082
7,142.6000,6,200,97,27090,0.0583,0.9709,0.0198,0.0340,0.0173,0.0073
7,145.6000,6,176,97,27114,0.0583,0.9670,0.0215,0.0375,0.0191,0.0064
7,151.7000,5,152,98,27138,0.0485,0.9682,0.0196,0.0341,0.0173,0.0056
7,161.7000,4,126,99,27164,0.0388,0.9692,0.0175,0.0303,0.0154,0.0046
7,167.5000,3,101,100,27189,0.0291,0.9712,0.0147,0.0253,0.0128,0.0037
7,177.0000,1,77,102,27213,0.0097,0.9872,0.0056,0.0078,0.0039,0.0028
7,192.4000,0,52,103,27238,0.0000,1.0000,0.0000,-0.0025,-0.0013,0.0019
7,208.4000,0,26,103,27264,0.0000,1.0000,0.0000,-0.0015,-0.0008,0.0010
